1.437365864678639971e-02,4.393990737603072072e-02,2.174404156783011494e-02,4.402462442110018775e-02,8.612899582062577206e-03,4.055122557325200466e-02,1.581384841296735316e-02,1.725403817914831356e-02,2.267592906359426272e-02,1.032418389246583246e-01,2.098158816220490122e-02,3.377386196769457255e-02,2.606461086637298225e-02,3.284197447193042130e-02,3.351971083248616451e-02,3.953462103241839332e-02,2.614932791144244928e-02,3.157121879588840191e-02,3.157121879588839497e-02,2.725064949734553460e-02,1.310290297074438032e-02,3.843329944651530106e-02,3.038518016491584955e-02,2.157460747769117740e-02,2.699649836213712656e-02,7.892804698972100130e-02,3.343499378741669747e-02,3.690839263526488057e-02,3.911103580707105121e-02,4.563424827742007528e-02
9.278002699055331454e-03,4.065452091767881443e-02,1.332658569500674850e-02,4.692982456140350200e-02,1.636302294197030521e-02,5.786099865047233254e-02,8.873144399460188361e-03,2.800269905533063486e-02,3.316464237516869584e-02,4.379217273954116169e-02,4.348852901484480393e-02,4.480431848852901161e-02,5.978407557354925572e-02,4.014844804318488947e-02,6.545209176788124687e-03,6.049257759784075483e-02,2.759784075573549350e-02,3.690958164642375861e-02,4.338731443994602033e-02,1.676788124156545004e-02,2.405533063427800489e-02,3.195006747638327177e-02,4.460188933873145134e-02,2.547233468286099617e-02,2.456140350877192985e-02,4.136302294197030660e-02,1.838731443994601894e-02,5.907557354925775661e-02,2.405533063427800142e-02,2.830634278002698914e-02
2.103127474267616620e-02,3.958828186856690190e-02,1.034243863816310290e-02,3.350158353127474786e-02,1.806215360253364891e-02,3.172011084718923124e-02,1.034243863816310463e-02,4.404196357878068652e-02,1.628068091844813922e-02,3.676761678543151446e-02,4.136975455265241158e-02,4.923792557403008918e-02,4.938638163103720863e-02,4.493269992082343789e-02,2.756334125098970633e-02,4.760490894695171282e-02,2.325811559778305504e-02,3.068091844813934654e-02,5.547307996832937654e-02,1.167854315122723689e-02,1.910134600158353013e-02,3.216547901821061040e-02,4.478424386381631150e-02,3.216547901821061040e-02,1.420229612034837677e-02,4.240894695170229628e-02,3.216547901821061040e-02,6.972486144101346095e-02,3.424386381631037285e-02,3.617379255740300892e-02
1.341239587745305523e-02,3.289566567838486666e-02,1.415360722857546272e-02,4.284907525060003414e-02,1.383594522095157528e-02,6.434420443314978200e-02,1.637724128194267825e-02,4.030777918960892769e-02,1.605957927431879081e-02,5.809685161654665891e-02,5.640265424255258564e-02,4.846110405195538928e-02,4.433149795284483524e-02,3.014259494564450539e-02,1.330650854157842608e-02,4.380206127347169298e-02,2.802484822815191554e-02,4.242552590710151755e-02,3.628406042637300627e-02,1.669490328956656569e-02,3.035436961739376022e-02,3.278977834251023404e-02,3.226034166313709178e-02,2.971904560214598534e-02,2.633065085415784226e-02,4.242552590710151755e-02,2.897783425102357785e-02,4.496682196809261706e-02,2.622476351828321312e-02,3.374276436538189983e-02
2.567592088550172194e-02,2.363454908365087911e-02,4.704227907820722476e-02,3.737978588277989650e-02,1.301941571402649364e-02,9.984576301941572307e-02,4.704227907820722476e-02,2.431500635093448992e-02,4.853928506623117131e-03,3.819633460352023224e-02,3.846851751043368212e-02,2.390673199056432552e-02,3.629105425512611782e-02,1.506078751587733647e-02,3.356922518599164944e-03,1.846307385229540785e-02,1.941571402649246852e-02,5.248593721647613897e-02,1.560515332970422754e-02,6.037924151696606734e-02,2.159317728180003282e-02,4.704227907820721782e-02,8.936672110324804519e-03,2.662856105969878262e-02,5.711304663400471743e-02,2.227363454908365056e-02,1.369987298131010618e-02,3.003084739611685400e-02,1.887134821266557572e-02,1.093721647613863091e-01
2.314038031319910413e-02,3.016638702460850210e-02,4.128215883668904379e-02,4.862276286353468119e-02,7.620246085011186249e-03,8.438199105145413603e-02,6.120665548098432746e-02,3.299776286353467425e-02,1.307326621923937324e-02,4.275027964205816572e-02,3.593400447427293198e-02,2.618148769574944051e-02,4.495246085011185555e-02,1.569491051454138808e-02,1.034675615212527974e-02,4.191135346756152263e-02,1.653383668903803116e-02,4.296001118568232302e-02,2.565715883668903685e-02,3.184423937360179174e-02,1.758249440715883502e-02,3.425615212527964581e-02,2.848853467561521594e-02,2.534256152125279743e-02,4.484759507829977343e-02,2.964205816554810191e-02,1.590464205816554885e-02,3.457074944071588524e-02,1.936521252796420678e-02,7.274189038031320109e-02
1.764846743295019407e-02,3.999042145593869474e-02,1.721743295019157252e-02,4.782088122605363673e-02,9.171455938697318025e-03,3.568007662835249311e-02,1.786398467432950138e-02,1.973180076628352347e-02,3.891283524904214780e-02,8.187260536398469069e-02,2.641283524904214364e-02,3.618295019157087566e-02,4.056513409961685912e-02,4.128352490421455939e-02,6.391283524904214919e-02,2.361111111111111396e-02,2.806513409961686190e-02,3.366858237547892818e-02,2.260536398467433150e-02,2.088122605363984877e-02,1.994731800766283425e-02,2.368295019157088538e-02,1.125478927203064916e-02,1.728927203065134047e-02,3.122605363984674517e-02,8.833812260536400007e-02,2.274904214559387086e-02,3.948754789272030524e-02,2.167145593869732045e-02,6.125478927203065194e-02
2.331953705832758711e-02,2.119261132827470265e-02,3.872537748141335195e-02,7.195140645359086873e-02,6.361615697095117893e-03,1.347244577297462831e-01,4.159960144094427409e-02,2.096267341151222818e-02,1.182264122020387602e-02,4.102475664903808966e-02,5.062466467387138902e-02,3.665593623055108524e-02,3.125239518663294053e-02,2.285966122480263818e-02,1.711121330574078350e-02,1.509925653406913454e-02,1.314478424158810332e-02,4.947497509005901323e-02,1.124779642829769159e-02,6.085690196980149402e-02,5.137196290334943016e-02,1.889323216064995800e-02,1.722618226412202247e-02,3.228711581206407388e-02,4.545106154671571530e-02,2.027285966122480132e-02,1.084540507396336388e-02,2.142254924503717364e-02,1.429447382540047565e-02,4.792289415191230972e-02
1.324647122692725228e-02,2.464712269272530121e-02,7.138979370249728604e-03,2.814875135722041261e-02,1.137350705754614465e-02,3.889793702497285760e-02,8.279044516829533323e-03,2.334419109663409680e-02,5.127578718783930289e-02,4.215526601520086514e-02,2.081976112920738350e-02,4.182953311617806924e-02,2.000542888165038335e-02,5.583604777415851483e-02,3.344191096634093613e-02,1.886536373507057690e-02,4.948425624321389771e-02,3.156894679695982503e-02,4.630836047774158221e-02,2.464712269272530121e-02,2.000542888165037989e-02,4.940282301845819873e-02,2.008686210640608233e-02,2.652008686210640884e-02,4.134093376764386152e-02,9.085233441910967045e-02,2.277415852334419011e-02,5.754614549402822798e-02,1.951682953311617910e-02,6.064060803474483757e-02
1.233588862454841791e-02,4.524627720504009742e-02,1.022116486034011645e-02,3.302053044321085623e-02,9.362058331130495778e-03,4.114899991188650935e-02,5.991717331923517888e-03,2.641201868005991701e-02,2.806414662084765269e-02,4.537844744030311572e-02,2.667635915058595361e-02,4.484976649925102865e-02,3.810908450083707460e-02,5.026874614503479971e-02,4.603929861661820722e-02,2.786589126795312524e-02,4.028989338267688347e-02,2.033218785796105446e-02,4.610538373424971637e-02,1.920874085822539545e-02,1.312891003612652943e-02,3.850559520662612950e-02,2.046435809322407276e-02,2.482597585690369396e-02,3.209533879636972120e-02,7.676887831527007267e-02,2.528857168032425801e-02,4.736100096924839020e-02,2.429729491585162077e-02,8.033747466737158061e-02
