year,president,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
1992,BushI,0.06819524442475262,0.021341013144291834,0.03862058780091567,0.033968394624132335,0.039063653817752175,0.02765470388421208,0.12313543051247969,0.03651602422094225,0.0501403042386649,0.014916555900162456,0.03817752178407916,0.02599320632107517,0.03197459754836804,0.022448678186383103,0.023667109732683503,0.02222714517796485,0.018128784522227145,0.04803574065869148,0.046041943582927194,0.028208536405257716,0.04050361837247084,0.01668881996750849,0.041168217397725596,0.012147393294934278,0.013365824841234678,0.014916555900162456,0.031199232018904153,0.011150494757052135,0.03983901934721607,0.020565647614827945
1993,Clinton,0.035184565629530505,0.00975800156128025,0.009423441507750641,0.023809523809523808,0.04505408720865395,0.016700122672019625,0.10201293632206981,0.04731236756997881,0.10410393665662987,0.01929296308687409,0.028326084532173525,0.027824244451879115,0.031086204973792796,0.023976803836288616,0.02222036355525817,0.03426452548232408,0.02682056429129029,0.03853016616482659,0.06169844987175198,0.012852682056429128,0.050908888145422104,0.01636556261849002,0.053167168506746965,0.018289282926285268,0.007499721199955392,0.021802163488346158,0.02682056429129029,0.00699788111966098,0.06663321066131371,0.011263521802163487
1994,Clinton,0.05008000800080008,0.022777277727772778,0.022327232723272326,0.023527352735273524,0.09043404340434044,0.024502450245024503,0.10956095609560956,0.059905990599059905,0.040329032903290325,0.012801280128012802,0.03252825282528253,0.019851985198519852,0.024127412741274133,0.0143014301430143,0.006200620062006201,0.019326932693269325,0.007475747574757476,0.04437943794379437,0.09373437343734374,0.02022702270227023,0.03162816281628163,0.009500950095009501,0.05623062306230622,0.014226422642264227,0.020902090209020903,0.00545054505450545,0.042279227922792276,0.011901190119011902,0.04857985798579857,0.020902090209020906
1995,Clinton,0.05858519491896627,0.03177836180464302,0.02704774419623303,0.043802014892685065,0.07566798072711346,0.02711344721857206,0.13637757336837492,0.058190976784932104,0.042159439334209375,0.015615418309242225,0.030530004380201488,0.019426193604905828,0.01410424879544459,0.0334209373631187,0.017849321068769165,0.02146298729741568,0.014629872974156811,0.048204117389399906,0.033946561541830914,0.01666666666666667,0.04071397284275076,0.007468243539202803,0.05950503723171266,0.004117389399912396,0.01607533946561542,0.008256679807271135,0.03210687691633815,0.017257993867717914,0.033683749452474814,0.014235654840122647
1996,Clinton,0.04710648148148148,0.028443287037037038,0.03859953703703704,0.02037037037037037,0.11195023148148149,0.021846064814814818,0.0732349537037037,0.06472800925925926,0.03304398148148148,0.012210648148148148,0.027575231481481485,0.011342592592592593,0.028530092592592593,0.031828703703703706,0.012818287037037038,0.024016203703703703,0.017853009259259256,0.04224537037037038,0.03538773148148148,0.02627314814814815,0.05509259259259259,0.016030092592592592,0.07071759259259258,0.009346064814814814,0.009866898148148149,0.008912037037037038,0.03660300925925926,0.02488425925925926,0.04076967592592593,0.01837384259259259
1997,Clinton,0.07191308956014837,0.018177000529941704,0.025967143614202437,0.019289878113407526,0.1347111817700053,0.03789083200847907,0.048622151563328025,0.05426603073661897,0.03208797032326444,0.018177000529941707,0.047270800211976674,0.017223105458399578,0.055855855855855854,0.016348701642819288,0.004901960784313725,0.014043455219925807,0.013248542660307365,0.042183359830418654,0.0354266030736619,0.022866984631690512,0.0422628510863805,0.011658717541070483,0.03979862215156333,0.026603073661897195,0.031293057763646,0.009591944886062534,0.03065712771595125,0.018653948065712772,0.03804981452040276,0.020959194488606253
1998,Clinton,0.06873081873081874,0.031234531234531234,0.03754578754578754,0.024180774180774182,0.10347985347985349,0.022324522324522325,0.05558855558855559,0.0471982971982972,0.03635778635778635,0.01192951192951193,0.050465300465300456,0.015716265716265717,0.025962775962775964,0.019874269874269875,0.008662508662508662,0.014305514305514303,0.014157014157014156,0.04341154341154341,0.04333729333729334,0.03301653301653301,0.05128205128205127,0.01809226809226809,0.05157905157905157,0.025443025443025444,0.026853776853776854,0.009702009702009701,0.03873378873378873,0.019503019503019504,0.03665478665478665,0.014676764676764676
1999,Clinton,0.07741996770209937,0.02355846869953453,0.032535385199962,0.02063740856844305,0.09459010164339318,0.024912130711503753,0.05369525980811247,0.043222190557613754,0.03709508881922675,0.0058896171748836325,0.04236724612900161,0.016220195687280326,0.03595516291441057,0.024128431651942627,0.008098223615464995,0.023700959437636553,0.018143820651657643,0.025054621449605775,0.07984231024983376,0.016932649377790442,0.05341027833190842,0.021563598366106204,0.04984800987935784,0.011518001329913555,0.026408283461574998,0.01137551059181153,0.029400588961717492,0.027619454735442195,0.0477818941768785,0.01707514011589247
2000,Clinton,0.07790679115792834,0.03044449764583832,0.02763147394461735,0.02828984119383928,0.11297981007102388,0.01793551991062166,0.07234059532359749,0.03876386561327907,0.033616630755725796,0.01685819168462214,0.051512249620940066,0.015421754049956108,0.03152182587183784,0.012489027212512969,0.0018354480887399249,0.02924746628361663,0.020269731066953955,0.037147873274279784,0.04989625728194079,0.016439230707844546,0.031461974303726756,0.019431809113398774,0.06372196951560131,0.030025536669060732,0.022244832814619742,0.007641050195515121,0.027811028648950603,0.02110765302050914,0.042055701859388714,0.011950363099513207
2001,BushII,0.06099090624020069,0.027242082157416116,0.023361555346503606,0.03476795233615554,0.07592505487613672,0.013719034179993728,0.06016776418940106,0.031710567576042646,0.1000313577924114,0.015600501724678584,0.042293822514894955,0.020539354029476323,0.036884603323926,0.030652242082157416,0.009838507369081217,0.032180934462213866,0.029711508309814987,0.023361555346503603,0.09015365318281593,0.0126607086861085,0.030299466917529008,0.01560050172467858,0.05452336155534651,0.023714330511132017,0.010779241141423646,0.013719034179993728,0.019363436814048292,0.019363436814048292,0.020186578864847912,0.02065694575101913
2002,BushII,0.06550086355785838,0.02443868739205527,0.17819516407599312,0.015371329879101898,0.04529360967184802,0.044645941278065635,0.04179620034542315,0.05902417962003455,0.022754749568221072,0.01226252158894646,0.060578583765112264,0.020811744386873922,0.022884283246977548,0.022495682210708117,0.007987910189982728,0.013946459412780656,0.009153713298791019,0.021329879101899825,0.03674438687392056,0.058765112262521596,0.027806563039723658,0.019905008635578585,0.020552677029360963,0.017055267702936097,0.017055267702936097,0.007599309153713299,0.030915371329879104,0.012521588946459411,0.037132987910189985,0.025474956822107084
2003,BushII,0.04314398271699073,0.025606811538950315,0.17686491294954887,0.026369297242343374,0.03961748633879782,0.035519125683060114,0.025892743677722707,0.04676578980810776,0.02837082221375016,0.017981954505019698,0.04485957554962511,0.020364722328123017,0.023605286567543526,0.01702884737577837,0.012644554581268268,0.009308679628923624,0.018172575930867962,0.023319354428771127,0.056010928961748634,0.08946498919811921,0.02446308298386072,0.012453933155420004,0.03094421146270174,0.03408946498919812,0.02598805439064684,0.01169144745202694,0.02522556868725378,0.018077265217943828,0.020555343753971278,0.015599186681916382
2004,BushII,0.04171476208798256,0.048544311914839045,0.13578940618186483,0.030171860972168785,0.08461587790175708,0.037193792484288835,0.020360395023727072,0.04498525073746312,0.028248044119533154,0.018340387328459662,0.04431191483904066,0.020456585866358856,0.022861356932153392,0.016512761318455815,0.016416570475824035,0.01930229575477748,0.012953700141079903,0.03565473900218032,0.07307297678594331,0.03459663973323073,0.03151853276901372,0.019687059125304607,0.029787097601641662,0.010356547390021804,0.016416570475824035,0.010067974862126459,0.03507759394638964,0.008432730537386175,0.03555854815954855,0.016993715531614724
2005,BushII,0.059447128287708,0.041029253891572734,0.13110574342458403,0.022812667740203973,0.039922168545356955,0.058943907675791725,0.034084809447128286,0.04032474503488996,0.027643585614600112,0.020397208803005905,0.04928207192699947,0.018384326355340846,0.040425389157273214,0.0291532474503489,0.01023215244229737,0.019390767579173376,0.010735373054213635,0.02200751476113795,0.08621846484165324,0.02422168545356951,0.03388352120236179,0.015968867418142782,0.029656468062265164,0.01908883521202362,0.013150831991411703,0.01234567901234568,0.02653650026838433,0.008017981749865809,0.0361983360171766,0.01939076757917338
2006,BushII,0.0632139648312155,0.045886279039917856,0.14282505455012195,0.02740341419586703,0.044827364908227446,0.05127711461943268,0.03192786548581697,0.045308689513541264,0.0252855859324862,0.01488897445770761,0.07255166217430367,0.026922089590553207,0.03394942882813503,0.025766910537800027,0.010942112694134257,0.021627518932101145,0.01642921319471185,0.03009883198562444,0.035104607880888206,0.023552817353356438,0.026055705300988323,0.01325247079964061,0.01893210114234373,0.039147734565524325,0.015851623668335257,0.00997946348350661,0.02490052624823514,0.010268258246694905,0.03664484661789244,0.015177769220895903
2007,BushII,0.06446301925025329,0.04233156028368794,0.18129432624113478,0.03653748733535968,0.03701241134751773,0.03387791286727457,0.04423125633232017,0.03900709219858156,0.02741894630192503,0.019345238095238092,0.03796225937183384,0.014406028368794324,0.027893870314083084,0.032073201621073966,0.007947061803444781,0.0167806484295846,0.012126393110435663,0.03197821681864235,0.0498353596757852,0.02494934143870314,0.029413627152988855,0.012411347517730495,0.024284447821681866,0.03881712259371834,0.013171225937183383,0.014311043566362714,0.020580040526849037,0.013456180344478217,0.027988855116514694,0.024094478216818642
2008,BushII,0.04819098457888493,0.03288849347568209,0.16562870699881377,0.024258600237247928,0.037069988137603795,0.03466785290628707,0.030041518386714115,0.057799525504151836,0.023013048635824436,0.017763938315539737,0.043030842230130484,0.015895610913404506,0.0416073546856465,0.02087781731909846,0.010201660735468566,0.024169632265717677,0.01847568208778173,0.03502372479240807,0.02852906287069988,0.027194543297746145,0.04062870699881376,0.015005931198102016,0.027105575326215894,0.029685646500593122,0.029685646500593122,0.012870699881376037,0.044098457888493474,0.01260379596678529,0.02897390272835113,0.023013048635824436
2009,Obama,0.04934788061198896,0.013982944569852017,0.03608602959618761,0.04840732380235766,0.05931778279408076,0.012007775269626285,0.0728618008527715,0.037967143215450215,0.05677827940807624,0.01943817406571357,0.04060070228241786,0.05442688738399799,0.03053674441936293,0.014265111612741408,0.023294456985201908,0.019720341108602962,0.010973162779031853,0.04464509656383246,0.06919362929520943,0.009562327564584902,0.048689490845247055,0.012760220717331325,0.041635314773012286,0.04069475796338099,0.0073990469024329064,0.006552545773764735,0.024423125156759467,0.007681213945322297,0.07295585653373464,0.013794833207925756
2010,Obama,0.03787177112277452,0.031774210147164764,0.04566738705361737,0.04435525367911907,0.03956982607800762,0.012169393845837193,0.10533086343521664,0.04396933209838427,0.04775136358958526,0.0217402490480601,0.04574457136976433,0.034552845528455285,0.01502521354327467,0.021585880415766184,0.011320366368220643,0.015565503756303386,0.012169393845837193,0.03648245343212926,0.04736544200885047,0.019424719563651334,0.05562416383657507,0.012555315426571987,0.04944941854481836,0.026294123700730677,0.019965009776680046,0.007769887825460534,0.035633425954512715,0.007769887825460533,0.08395080786250901,0.01155191931666152
2011,Obama,0.03892182696530523,0.024429073342116824,0.05769653052261747,0.03439284145805885,0.08355292050944226,0.018006148440931048,0.09788098375054896,0.049132630654369784,0.046085858585858584,0.020064778216952128,0.052344093104962665,0.009771629336846728,0.018500219587176108,0.018170838823012736,0.015865173473869128,0.01775911286780852,0.007630654369784804,0.05003842775581906,0.035792709705753184,0.01446530522617479,0.04666227492314449,0.019735397452788756,0.023193895476504175,0.04987373737373737,0.023770311813790072,0.011336187966622748,0.0192413263065437,0.011912604303908652,0.07416556873078611,0.009606938954765044
2012,Obama,0.03761358942585708,0.033431433292028086,0.062938868236266,0.037768484097480376,0.05550392399834778,0.016935150764147047,0.08834159438248658,0.049927715819909124,0.049540479140850885,0.010429574555968607,0.04055658818669971,0.00957765386204048,0.01352746798843453,0.026383725733168113,0.024370095002065266,0.02452498967368856,0.008493391160677407,0.045668112350268485,0.028552251135894262,0.016005782734407267,0.03815572077653862,0.010661916563403552,0.04977282114828583,0.04760429574555968,0.01437938868236266,0.011281495249896738,0.029171829822387446,0.012288310615448163,0.09322077653862042,0.013372573316811234
2013,Obama,0.041835568028271486,0.044797838062571455,0.052281467622908216,0.02585490073796903,0.07106849599833696,0.01829331670304542,0.0815143955929737,0.052749194470429264,0.048227834944392464,0.011121505041056023,0.02608876416172955,0.01766968090635069,0.02265876727990853,0.02421785677164536,0.010653778193534975,0.027569899178879538,0.0073017357863008,0.034975574264629467,0.035911027959671556,0.02219104043238749,0.044875792537158295,0.023204448602016425,0.05329487579253715,0.036690572705539964,0.014863319821224404,0.01158923188857707,0.03785988982434259,0.009016734227211309,0.07270553996466064,0.01891695249974015
2014,Obama,0.05560574124259761,0.02376292281441333,0.056960754792733104,0.017740640369366657,0.06584362139917695,0.021278731305831577,0.09821338954130282,0.059821338954130276,0.026774064036936666,0.01600923416641574,0.0384422362742146,0.01518117033022182,0.01600923416641574,0.02082706012245308,0.010438622904747567,0.02903241995382917,0.008631938171233564,0.04469035431095052,0.04220616280236876,0.029182977014955334,0.03994780688547626,0.016385626819231155,0.05161597912275419,0.03385024590986651,0.019697882164006825,0.007653317273913481,0.022784301917093245,0.012696978821640066,0.07999598514503664,0.018719261266686743
