year,president,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
1981,Reagan,0.029259965062728283,0.012108940765443863,0.006987454343338098,0.03569159917420994,0.012466253771637287,0.004843576306177546,0.04533905034143243,0.019016992218516753,0.13395267587740195,0.03152294743528664,0.019969826901699222,0.03068921708750199,0.021994600603461964,0.03902652056534858,0.08107035096077497,0.07940289026520564,0.05927425758297602,0.041289502937906945,0.03521518183261871,0.014133714467206605,0.025925043671589647,0.014967444814991265,0.037120851198983645,0.028068921708750198,0.01234714943623948,0.020922661584881687,0.010441480069874543,0.017349531522947433,0.056773066539622045,0.022828330951246624
1982,Reagan,0.051198940471211485,0.02579116129931688,0.028196012825874812,0.03091454063850551,0.019413076815837167,0.023909103582880245,0.04523909103582881,0.03321483340303918,0.089153771086017,0.016799107765230727,0.0486895301826293,0.05046702913704169,0.021922487104419353,0.05391746828384218,0.027150425205632232,0.06353687439007388,0.050362470375017426,0.03331939216506343,0.024641014917050046,0.021922487104419353,0.0390701240763976,0.02474557367907431,0.01658999024118221,0.01700822528927924,0.02024954691203123,0.024954691203122818,0.016485431479157955,0.019099400529764395,0.033946744737208975,0.02809145406385055
1983,Reagan,0.03376491495303376,0.02938563087077939,0.02338791571464839,0.035954556994160954,0.033384107641533385,0.03395531860878396,0.037953795379537955,0.03528814419903529,0.056518151815181515,0.017294998730642296,0.04195227215029196,0.05423330794617923,0.04671236354404672,0.029671236354404672,0.022055090124397055,0.03938182279766438,0.02472074130489972,0.030052043665905054,0.02814800710840315,0.029956841838029963,0.04042904290429043,0.025387154100025386,0.025767961411525767,0.023102310231023104,0.03871541000253872,0.03157527291190658,0.026624777862401628,0.017866209697892866,0.04766438182279767,0.039096217314039096
1984,Reagan,0.04921885801188995,0.028584266556062495,0.03366514585925619,0.029413797870869625,0.04465643578045072,0.05274436609982027,0.04755979538227568,0.045589658509608735,0.06570579289368172,0.013134245817779621,0.0939098575971243,0.029102723627816948,0.033042997373150834,0.024021844324623252,0.023399695838517903,0.027962118069957142,0.01603760541960459,0.055025577215539884,0.015933914005253697,0.02433291856767593,0.027339969583851792,0.0184225079496751,0.033042997373150834,0.02879164938476428,0.016867136734411724,0.020600027651043826,0.023503387252868796,0.021118484722798286,0.032524540301396385,0.024747684225079496
1985,Reagan,0.05108297499601848,0.021699315177576048,0.026954929128842172,0.025282688326166588,0.05717470934862239,0.043318999840738975,0.03770504857461379,0.040571747093486224,0.05848861283643893,0.01333811116419812,0.08237776716037584,0.027432712215320912,0.0337633381111642,0.026477146042363432,0.02838827838827839,0.030777193820672084,0.019310399745182352,0.03340500079630515,0.018235387800605192,0.036391145086797264,0.03400222965440357,0.01871317088708393,0.04272177098264055,0.03400222965440357,0.023491001751871316,0.009874183787227266,0.028507724159898072,0.021340977862716992,0.047499601847427936,0.02767160375856028
1986,Reagan,0.07696453066823436,0.02067411326670586,0.04374877523025672,0.031109151479521847,0.03919263178522438,0.04521849892220263,0.04213207916911621,0.029051538310797573,0.0541838134430727,0.017146776406035666,0.1191456006270821,0.02699392514207329,0.04022143836958652,0.024201450127376054,0.015824025083284343,0.019351361943954534,0.01435430139133843,0.050656476582402514,0.01567705271408975,0.027140897511267883,0.04345483049186753,0.013913384283754654,0.04712913972173231,0.01670585929845189,0.022290809327846363,0.023025671173819318,0.020380168528316672,0.015236135606505979,0.01979227905153831,0.025083284342543602
1987,Reagan,0.11444963049397121,0.021538311940879035,0.037728510307273436,0.035832360949047064,0.039332944379618824,0.05318942045896539,0.08877868533644495,0.029122909373784516,0.036561649163749516,0.0117658498638662,0.06879618825359783,0.011619992220925711,0.033061065733177755,0.027518475301439128,0.01059898872034228,0.025184753014391287,0.012349280435628163,0.04108323609490471,0.01570400622325943,0.04225009723842863,0.04239595488136912,0.015266433294437963,0.025622325943212756,0.008848697005056399,0.03568650330610658,0.022413457798521975,0.0337903539478802,0.013807856865033061,0.022996888370283936,0.022705173084402952
1988,Reagan,0.061266874350986496,0.033229491173416406,0.025552588636700783,0.03845868565494734,0.04335410176531672,0.06938881471591751,0.07428423082628689,0.03779112891262424,0.05414626909954013,0.023438658952677643,0.07573060376798693,0.02978044800474707,0.03100430203233942,0.029557929090639375,0.015427978044800474,0.018877021213469812,0.01375908618899273,0.03645601542797805,0.008307372793354102,0.04991840973149385,0.03879246402610889,0.009197448449784897,0.039348761311378135,0.00597092419522326,0.028334075063047023,0.020768431983385252,0.04068387479602433,0.011533897047915739,0.017541907728823615,0.01809820501409286
1989,BushI,0.08078683200472395,0.027421021552996753,0.023767345733687627,0.03207115441393564,0.07259374077354591,0.02321375848833776,0.04701801003838205,0.04258931207558311,0.04978594626513139,0.022549453793917918,0.05332890463537054,0.03295689400649542,0.05277531739002067,0.010149099498080898,0.020777974608798343,0.018785060525538824,0.025538824918807202,0.043696486566282854,0.033289046353705345,0.024874520224387364,0.037496309418364335,0.017013581340419248,0.028971065839976384,0.03351048125184529,0.015352819604369647,0.03118541482137585,0.021995866548568055,0.029746087983466195,0.018785060525538824,0.02797460879834662
1990,BushI,0.0649775434485452,0.012107010349541106,0.016647139230619022,0.026752587385276312,0.0750829916032025,0.06702792423354814,0.0714215973442687,0.05062487795352471,0.03231790665885569,0.009177894942394063,0.09338996289787152,0.019429798867408705,0.043448545206014454,0.022944737355985158,0.011521187268111698,0.02030853348955282,0.006541691075961725,0.026899043155633663,0.02807068931849248,0.021480179652411637,0.06849248193712167,0.01957625463776606,0.012253466119898459,0.013278656512399923,0.03949423940636595,0.020162077719195468,0.010349541105252881,0.023969927748486622,0.043595000976371805,0.02865651239992189
1991,BushI,0.04135405501964988,0.028224365844944622,0.06627366916755983,0.03076991782779564,0.029162200785994997,0.0776616648803144,0.06453197570560915,0.051670239371204,0.026214719542693818,0.03358342265094677,0.06225437656305824,0.02594676670239371,0.038004644515898536,0.040684172918899614,0.007056091461236156,0.016836370132190068,0.023937120400142904,0.036396927474097895,0.016702393712040013,0.046847088245802075,0.03773669167559843,0.00906573776348696,0.022463379778492318,0.021659521257591994,0.03974633797784923,0.01321900678813862,0.009735619864237228,0.014022865309038943,0.04081814933904966,0.0274205073240443
